ID	IG011	IG012	IG013	IG014	IG015	IG016	IG017	IG018	IG019	IG020	IG021	IG022	IG023	IG024	IG025	IG026	IG027	IG028	IG029	IG030	IG031	IG033	IG034	IG035	IG036	IG037	IG038	IG039	IG040	IG041	IG042	IG044	IG045	IG046	IG047	IG048	IG049	IG051	IG052	IG054	IG055	IG056	IG057	IG058	IG059	IG060	IG061	IG062	IG063	IG064	IG065	IG066	IG067	IG068	IG069	IG070	IG072	IG073	IG074	IG075	IG076	IG077	IG078	IG079	IG080	IG081	IG082	IG083	IG084	IG085	IG087	IG089	IG090	IG091	IG092	IG093	IG094	IG095	IG096	IG099	IG101	IG102	IG103	IG104	IG105	IG106	IG107	IG108	IG110	IG111	IG112	IG113	IG114	IG116	IG118	IG119	IG120
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales	2.66422	0.06786	0.0	0.0	0.62732	0.0	1.44655	0.0	0.0	0.42129	0.0	0.0	0.0	0.0	0.16178	0.8708	1.61904	0.0	0.0	0.07068	0.27206	1.57189	0.00421	0.08269	0.5112	0.0	0.17122	0.1903	0.0	0.0	0.19668	0.0	1.86219	9.80132	0.02448	0.20896	0.0	0.0	0.07141	0.27852	2.02615	0.06224	0.13056	0.0	0.0	0.10706	0.25139	0.0	0.20957	0.95795	1.11591	0.58998	0.0	0.0	0.0	0.56909	0.13172	0.08465	0.70385	0.66379	0.00163	0.0	0.0	1.4488	0.99171	0.03183	0.04072	0.02611	27.46919	2.83637	0.0	0.0	0.0	0.60482	0.41011	0.0	0.0	0.0	0.0	0.0	0.12885	0.0	0.06111	0.0	0.15165	0.17204	0.0	0.0	0.0	0.0	0.02705	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Cytophagia|o__Cytophagales	0.95027	0.92594	0.16268	0.0	0.0	1.68602	1.14959	2.55413	0.05361	0.08651	0.71262	0.60916	0.27867	0.79791	0.28241	0.87097	0.77041	0.0558	2.0444	0.30161	0.13655	0.17087	1.07955	0.3922	0.1303	1.95924	0.97575	0.16404	0.0	0.04226	0.05499	0.0	0.00437	0.28027	0.0	0.254	0.16323	0.72708	0.11698	0.99078	0.39568	0.01343	4.60231	0.31526	0.80693	0.0	0.06204	0.19831	2.0738	0.05474	0.84242	0.18129	0.0	0.81221	1.27103	0.13011	0.56795	2.63283	5.0482	0.08062	0.72014	0.48565	0.1183	0.02796	0.54244	0.09852	0.44401	0.11566	1.45605	0.56996	0.11666	0.22073	0.47855	1.34606	0.85547	0.96621	0.58052	1.62723	0.27337	0.17565	0.23629	0.0	0.06651	0.02872	0.05177	1.60741	0.59749	0.0	0.0	0.7626	0.05282	3.07494	0.0	0.0	0.0	5.98388	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales	0.50731	1.83581	2.45778	0.0	19.7369	19.18178	3.01091	6.32675	1.13688	30.07142	0.0	0.40491	29.58285	3.9617	6.71302	2.48884	52.09089	0.28301	0.0	18.48545	29.2508	4.64505	11.00326	10.74716	1.38736	1.24998	2.65552	7.19579	13.64371	5.50895	14.52327	0.82229	28.81278	6.95333	0.63272	0.32494	10.41113	5.33957	13.17854	0.19505	13.46031	39.94466	19.78761	6.20531	0.24417	21.46282	5.14484	0.99091	6.60047	4.18049	1.55298	7.44075	6.33194	0.20621	2.88542	0.0	0.72511	0.0	5.58819	9.15465	18.06357	5.91	2.60284	0.048	8.72213	5.04758	4.50578	6.00431	8.23201	0.31955	2.49751	19.86944	30.79197	14.22441	8.68739	4.16884	3.08602	0.01209	2.51638	5.45014	13.556	2.13256	0.0	16.71116	0.8118	11.64431	7.53573	9.91363	14.14484	11.58612	0.57386	46.32401	4.62335	96.3917	99.18655	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Kineosporiales	0.42181	0.92048	0.05168	1.00379	0.0	0.0	0.06879	0.0	0.0	0.16718	0.0	0.99348	0.0	0.0	0.0	0.0	0.68161	0.0	0.38619	0.14459	0.07403	0.43095	0.54182	0.03646	0.14993	0.01734	0.0	0.04622	0.01053	0.0	0.0	0.0	0.0	0.0	0.0	1.03002	0.0	0.0222	0.0	0.0	1.82154	0.01244	0.0	0.0	0.07045	0.0	0.0	0.15943	0.10205	0.04657	0.39786	0.18359	0.0	11.35536	0.88885	0.0	0.06028	3.42898	0.27183	0.0	0.0	0.84424	1.73486	0.0	0.0	0.0	0.0	0.02442	1.53625	0.0	0.0	0.02828	0.71224	0.95002	0.0	0.27653	3.87054	0.05538	0.68114	0.07818	1.49539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0727	0.01448	0.0	0.0	0.0	0.0	1.11476	0.17668
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodospirillales	0.33149	0.09493	0.0131	0.20662	0.0	0.0	0.0	1.85184	0.53459	0.28652	0.0	0.31964	0.06801	0.0	0.03616	1.182	0.06825	0.0	0.0	0.0	0.0	0.05749	0.2936	0.00801	0.03153	0.0193	0.0	0.0	0.0	0.95718	0.10891	0.0	0.04967	0.50788	0.0	0.0	0.0	0.06324	0.0	0.20833	0.03929	0.95946	0.14784	0.0	0.67919	0.31772	0.09531	0.0	0.0	0.34262	0.0	0.10392	0.0616	0.0	0.0	0.0	0.09764	0.07993	0.19017	0.0384	0.1095	0.39434	0.0755	0.0	0.07046	0.0	0.63918	0.10208	0.0	0.93541	0.0	0.0	0.04454	0.0	0.0	0.21176	0.0	1.28864	0.0	0.01259	0.0	0.0	0.0	0.07702	0.00763	0.30326	0.0	0.0	0.0	0.0	0.07796	0.0	0.0	0.0	0.0	0.11702	0.0
k__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Isosphaerales	0.20111	0.21027	0.15546	0.0	0.0	0.0	0.38137	0.0	0.21133	0.0	0.63598	0.05374	0.03976	0.16072	0.35158	0.2941	0.0	0.05813	0.0	0.03924	0.0	0.0	0.03848	0.0	0.0	0.09349	0.0	0.0	0.0	0.21924	0.0	0.0	0.01483	0.0	0.17749	0.0	0.07615	0.02558	0.0	0.0	0.0	0.0	0.0	0.16023	0.21923	0.06019	0.00672	0.25977	0.00444	0.0	0.0063	0.0	0.0	0.00727	0.0	0.23911	0.00441	0.14547	0.0	0.02887	0.02351	0.40949	0.03253	0.0	0.0	0.0	0.0	0.02883	0.59728	0.0	0.03007	0.0	0.06327	0.0	0.0	0.14922	0.0	1.19698	0.0	0.0	0.0	0.0	0.0	0.03033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales	0.16776	0.83719	0.59434	0.03047	0.0	0.66889	0.07575	0.0	2.27313	0.11914	1.44059	0.60484	0.27704	0.0931	2.16755	1.44785	0.04979	0.0	0.0	0.21074	0.0	0.31875	0.20629	0.03838	0.29648	0.6072	0.68343	0.03726	0.0	0.02629	0.10464	0.0	0.0	0.02919	0.0	0.10393	0.34942	1.47086	0.01596	0.53557	0.06175	0.09596	0.0	0.26779	0.09351	0.70797	0.34127	0.92198	0.19279	0.17739	0.17092	0.87124	0.41829	0.35261	0.99682	0.23911	0.09744	0.62668	0.73343	0.0	0.62425	0.88618	1.89526	0.0	0.36271	0.0	0.33503	0.32767	0.33645	0.69727	0.06802	0.2243	0.853	0.02631	0.72975	1.61595	0.64213	4.65507	0.14943	0.14943	0.04895	0.21209	0.53938	1.00819	0.06131	1.46665	0.73716	0.01998	0.0	0.19884	0.02317	0.0	0.0	0.0	0.0	1.16607	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified	0.13031	0.02286	5.97616	0.0	0.0	0.16819	0.0	72.54662	5.52174	0.1909	0.25744	20.10465	2.432	0.0	3.13923	1.21319	1.45777	0.62567	20.8382	6.04053	0.38451	0.05999	1.31792	0.86361	0.81009	0.0	0.0	0.41096	2.5788	0.0499	1.46631	0.0	0.13663	5.26214	0.0	24.19328	0.10422	1.92542	3.54772	0.0	1.80366	0.08865	0.2355	0.0	0.0	0.0	0.08336	0.95039	47.66301	0.0	34.60576	2.36335	22.67664	8.751	0.37799	0.0	2.47891	1.01274	0.18451	0.0	0.60843	1.64939	0.01143	0.58709	0.77825	1.67889	0.0	3.96322	1.25649	0.0	0.68411	21.34952	0.28933	0.0	1.41654	9.12461	3.49804	0.2664	0.49959	58.8389	0.59706	3.81883	0.3234	12.3458	0.36134	0.0	21.45983	25.31748	2.36856	12.69171	0.0	0.0	4.99985	0.0	0.0	5.28465	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Geodermatophilales	0.10887	1.18342	1.3993	0.0	1.13925	0.0	0.0	0.0	0.6271	0.00797	2.8111	4.33837	0.09584	0.0	0.67005	0.75928	0.91613	0.0	0.0	3.16401	0.52358	3.74051	0.26983	0.44804	3.48932	0.0	0.63876	0.36628	0.0	0.0	0.38292	0.0	0.0	0.72197	0.0	0.21745	0.0	1.05259	0.18417	1.70516	0.32085	0.65977	0.62668	0.93119	0.06224	0.64012	0.0	0.39352	0.53446	0.0	0.02414	2.34214	0.45304	3.71639	0.24049	0.0	0.57575	0.90543	2.1413	0.0	2.00036	6.35505	2.20931	0.0	0.85706	0.00494	0.61411	2.3023	0.0	0.06182	0.0	0.03545	1.2038	0.0	0.0617	2.86695	2.10126	3.58979	0.47614	0.90718	1.98012	0.11478	0.14914	0.73205	0.04022	3.44501	0.0	0.0	0.0	2.46846	0.03477	0.0	0.0	0.0	0.0	3.70508	0.0
k__Bacteria|p__Myxococcota|c__Myxococcota_unclassified|o__Polyangiales	0.09688	0.0	0.22644	12.04622	1.72375	0.0	1.69018	0.0	0.18802	0.08253	0.97986	1.93576	1.05389	0.65228	0.42382	0.0	0.03955	0.0	0.0	0.22544	0.33007	3.58272	0.0	0.523	1.40511	0.24069	1.46033	0.42618	0.0	0.10278	0.73073	0.0	0.0	0.13329	2.11177	0.0	0.14818	0.03472	0.29765	0.0	0.0	0.0	0.01845	0.0	0.45579	1.74814	0.55114	0.0	0.00302	0.04997	0.0	1.78027	0.0	1.46458	0.0	0.21047	0.10074	1.80138	1.62509	0.0	0.03598	0.0	0.0	1.08508	0.73744	0.0	0.0	0.41034	1.95801	1.5903	0.0	0.33731	0.22331	0.47421	0.0	1.53073	0.07998	1.77523	0.00674	0.0	0.0	0.0	0.16027	3.11057	0.0	0.0	0.23727	2.13989	0.01151	0.14998	0.42355	0.0	0.0	0.22607	0.12607	0.0	0.01042
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales	0.06186	0.0	0.0	0.21932	10.7839	0.0	16.57837	0.0	0.1082	12.04454	0.24165	0.0	5.91856	0.0	0.93863	0.0	1.35364	0.0	3.8573	2.33095	9.05748	35.16676	23.06788	65.63699	1.75772	0.0	0.0	6.18457	0.20368	0.70813	3.93513	1.53119	2.03297	53.04475	7.43503	0.0	0.0	0.0809	35.08563	0.37043	1.20745	0.00803	3.00276	2.05843	0.0	0.02101	1.87397	0.27211	8.45627	52.08961	0.02525	0.0	0.0	1.59178	0.0	0.0	0.31261	0.0	0.20154	0.00934	0.84732	0.37372	0.16091	0.0	0.38304	29.17563	0.38948	0.15218	0.0	0.0	0.0	0.0	0.0	1.78904	14.55554	0.64089	0.02094	0.0	1.83664	0.0	0.0	0.0	0.28811	0.0	0.0	0.29877	0.0	0.01011	23.89529	0.47576	0.0	0.0	4.01607	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales	0.05925	0.07661	1.17507	0.13182	0.0	1.68567	1.06838	0.0	0.03742	0.23887	2.86491	0.68215	1.04422	0.0	1.09567	0.21257	0.02059	0.30312	0.16232	2.25703	0.56244	0.03825	1.1417	0.15735	0.42667	0.14887	0.0	1.11007	0.57052	0.37879	1.08995	0.0	0.58674	0.26042	0.0	0.0	1.32501	1.38922	0.04199	0.0	0.2681	0.12111	2.33505	0.0	0.0	0.2049	0.08701	0.01526	0.0	0.0	0.0	0.0	0.05323	0.21748	0.0	0.0	0.33485	0.0	1.20827	0.19641	0.77635	0.27784	0.02438	0.15249	0.0	0.65423	0.0	1.30653	0.0	0.0	0.05867	0.0	0.7625	0.46113	2.03682	0.30841	0.0	0.0	0.0	0.01971	0.08236	1.86397	0.0	0.17655	0.00626	0.0	16.04348	2.25869	1.36015	0.82565	0.0	0.0	0.01635	0.0	0.0	2.99177	2.22563
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Nocardioidaceae	35.27044	0.0	2.12925	0.0	0.0	0.02645	0.13598	0.0	3.65972	0.33301	0.12647	9.03565	0.00753	11.46018	0.0	0.0	1.44444	0.23842	0.2006	14.79752	0.03312	0.35256	0.18237	0.65562	6.89513	0.07436	0.0	0.02867	0.0	0.05954	0.75088	0.0	0.0	0.0	0.0	0.0	0.24721	0.0	0.02305	0.06671	0.10011	0.04107	0.29978	0.0	0.0	0.20595	0.03023	1.31073	0.0	0.17423	0.0	0.45653	0.0	0.52578	0.0	6.17868	1.03271	3.1402	15.94562	0.1287	0.03492	2.53425	1.3363	1.45634	2.41073	0.03099	2.00232	0.05183	0.0	1.06419	0.13215	1.41063	0.0	0.30517	3.33663	3.89046	0.0	0.0	0.0	0.16641	0.0	0.0	0.0	0.0	0.0	0.0	0.82195	0.0	0.0	0.0	0.0	0.0	0.0	0.00729	0.0	0.0	0.01661
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micromonosporales|f__Micromonosporaceae	33.60528	0.0	0.01567	0.0	0.0	1.34499	0.0	0.0	2.10963	0.31166	0.04748	4.17248	0.012	0.66383	0.0	0.0	0.0	0.07457	0.41944	0.57312	0.48847	1.72935	0.51557	3.05811	4.10542	0.90348	0.0	0.0	0.0	0.0	0.60284	0.0	0.0	0.0	0.0	0.16716	0.24264	0.0	0.2402	18.51093	3.27251	3.27587	10.90758	36.61095	0.0	1.72414	0.06071	0.23296	0.0	0.51224	0.06833	3.22896	3.67051	2.08298	2.86275	0.10739	3.04151	0.36493	6.77048	0.1162	0.23526	0.0	0.0	0.0	1.97843	0.0	1.95321	0.67323	0.0	0.95232	0.0	0.09801	0.0	0.03248	0.0	0.39021	3.55649	5.60421	0.0	0.10574	0.0	4.09214	2.74669	0.13786	0.0	2.72201	0.0	0.0	0.0	0.0	13.0616	0.0	0.03018	0.0	0.0	0.0	0.16671
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiales_unclassified	8.82609	2.51916	0.0	0.06871	0.0	0.0	0.27021	0.0	0.0	7.29353	0.0	0.0	0.14674	0.0	0.0	0.0	0.0	0.0416	0.0	0.35002	0.03662	0.0	0.21927	0.0	0.91301	0.0	0.0	0.84621	0.27985	0.0	0.10084	0.0	0.0	0.0	0.0	0.0	0.14591	0.74739	3.81163	0.99459	0.20358	0.04879	2.14543	0.0	0.0	0.14872	0.19713	1.13324	0.0	0.32693	0.0	0.0	1.46354	1.49456	0.0	1.9595	0.02802	0.0	2.38622	0.0	1.67268	0.3478	0.0	0.11624	0.35285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.62863	0.0	0.0	0.0	0.0	0.0	0.0	0.2272	0.41658	0.0	0.0	0.0	0.0	0.0	0.0	0.00752	0.31709	0.0	0.0	13.08913	0.83327	0.0	0.0	5.3757	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylopilaceae	3.71001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18879	0.67865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2841	0.0	0.0	0.62016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae	3.51673	26.27219	1.98929	0.6118	0.0	0.0	9.33224	0.0	15.81097	1.71424	10.72196	18.33117	2.57168	0.12318	0.79108	25.99068	14.60694	4.37137	2.08697	5.45217	0.01763	6.38295	0.22568	3.25361	7.01369	5.32977	66.45829	2.71734	0.83501	16.39526	8.59869	5.73372	2.35366	0.01758	5.25468	8.09624	9.47802	39.38683	0.44496	1.21712	0.95577	0.1594	3.61543	1.02019	0.37827	18.02569	10.22552	6.77889	2.98861	1.78939	21.58328	28.67241	2.83012	0.0	29.1913	0.19659	7.51368	1.36668	0.80985	0.82229	14.31522	17.95739	0.0	0.61103	0.01187	0.0	1.67307	2.19014	0.0	18.1629	13.06084	2.26734	0.21455	10.48109	10.41283	7.27171	3.2391	4.01501	5.27233	1.40543	0.0	24.67127	50.77325	41.88782	5.99909	50.097	12.34614	0.05355	0.24767	2.18318	9.91476	0.0	0.0	0.0	0.0	2.90367	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae	2.96694	0.65938	2.55518	0.56278	1.81385	3.45439	3.26276	1.36734	2.48838	0.5224	4.8788	0.62762	1.10236	2.3357	9.03633	0.09909	0.31906	0.72579	10.13346	2.83981	1.75062	5.7148	2.45487	0.91054	3.06805	0.01253	1.01435	4.20864	1.06351	5.69256	0.07105	0.0217	0.22799	0.50425	0.36367	0.28107	2.73244	3.35618	0.96718	0.57713	1.49368	0.04671	2.73968	6.68167	1.5499	1.95967	1.26457	13.51096	0.19804	2.07098	0.0	0.40325	1.61146	20.75614	0.22263	0.01627	1.61527	12.61059	7.2783	3.02399	0.0	2.75448	1.65419	5.216	5.8754	4.46292	0.13976	0.73073	9.48486	0.54802	0.62799	0.49514	0.14785	8.00412	4.44704	16.76827	0.35044	0.0	0.88251	0.0	7.68428	0.0	2.12283	0.08531	0.51445	0.47481	0.0	0.0	0.0	4.86192	0.21324	0.0	3.67151	0.0	0.0	4.05109	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	2.73146	1.06711	0.0	0.0	0.0	0.0	0.11548	0.0	0.51119	4.37359	0.0	0.01593	0.2892	0.0	0.0	0.0	1.44679	0.0	0.0	0.07477	0.04487	0.54591	0.0	0.01029	0.10303	0.02103	0.0	0.0	0.10035	14.78189	1.98983	0.0	0.0	0.0	0.0	0.0	0.61796	7.0123	0.11409	1.5118	0.45409	0.03327	1.60025	1.56909	0.0	0.10607	0.22205	0.0	0.0	0.05266	0.03989	0.12611	1.48389	0.0	2.12323	0.0	0.5371	0.0	0.21814	0.46219	4.26272	0.0	0.02997	0.35097	2.27811	0.0	9.92977	2.81243	2.02041	3.12579	0.0	0.0	0.49201	0.22936	0.0	0.0	0.09455	0.21668	0.46331	0.0	0.0	0.0	0.0	0.0669	50.26796	0.0	0.0	0.0	0.0	0.11319	11.23998	0.0	0.0209	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae	2.66422	0.06786	0.0	0.0	0.62732	0.0	1.44655	0.0	0.0	0.42129	0.0	0.0	0.0	0.0	0.16178	0.8708	1.61904	0.0	0.0	0.07068	0.27206	1.57189	0.00421	0.08269	0.5112	0.0	0.17122	0.1903	0.0	0.0	0.19668	0.0	1.86219	9.80132	0.02448	0.20896	0.0	0.0	0.07141	0.27852	2.02615	0.06224	0.13056	0.0	0.0	0.10706	0.25139	0.0	0.20957	0.95795	1.11591	0.58998	0.0	0.0	0.0	0.56909	0.13172	0.08465	0.70385	0.66379	0.00163	0.0	0.0	1.4488	0.99171	0.03183	0.04072	0.02611	27.46919	2.83637	0.0	0.0	0.0	0.60482	0.41011	0.0	0.0	0.0	0.0	0.0	0.12885	0.0	0.06111	0.0	0.15165	0.17204	0.0	0.0	0.0	0.0	0.02705	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae	2.04261	40.79492	60.66534	30.9211	31.78944	38.43293	25.18952	11.95702	45.21876	20.79615	52.96394	23.60744	12.59094	61.78102	60.96625	44.88469	8.11796	77.23643	50.32487	15.70849	23.56586	5.09703	34.22949	5.90454	12.64885	3.18936	13.49483	26.35184	6.108	4.03926	42.24657	44.5117	29.05652	19.59251	0.0	61.54486	33.27147	32.423	19.61184	2.69302	27.4549	3.95147	9.91784	28.41682	41.03054	23.05369	52.26116	56.0485	16.94223	11.38792	29.95743	7.47032	45.40628	20.6112	28.28169	73.47461	14.9333	27.69787	23.55867	25.72239	7.55224	45.69148	79.34016	11.78076	9.73633	3.84221	25.45863	36.14154	28.03203	2.58689	19.37673	5.56168	32.97424	40.86639	32.20523	22.97026	69.74725	40.60189	47.53771	21.52093	65.61324	43.51529	7.57518	11.04158	3.0619	24.10554	36.36718	54.98537	40.42592	49.29192	9.41123	19.4881	47.38447	2.69203	0.0	41.40261	5.96689
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	1.5681	0.0	3.68765	0.0	0.69161	7.1499	2.57918	0.0	0.66898	0.38059	0.0	0.11987	0.19213	0.0	0.0	0.0	0.68088	5.04775	0.0	0.38044	1.98383	0.9706	0.13155	0.05708	0.08084	0.14621	1.15047	3.68335	58.36761	27.80968	0.07635	0.0	0.22587	0.252	0.0	0.0	5.0519	0.02438	2.07173	2.83543	5.37507	0.70307	3.47956	0.17069	0.0	1.60068	2.28622	1.24608	0.0	4.85107	0.0	0.48901	0.0	4.47358	0.0	3.7265	48.78341	20.89539	16.27388	2.19035	0.68263	0.0	0.0	0.74235	1.83083	0.0	0.35736	0.32559	0.0	2.50881	1.4162	0.08439	0.10312	0.23885	0.26187	0.05513	0.01016	0.87104	10.56516	0.0	2.24783	0.0	0.0	0.03297	3.82595	1.00226	0.0	0.0	0.0	0.0	14.06826	3.75947	0.25718	0.44132	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Cytophagaceae	0.95027	0.92594	0.16268	0.0	0.0	0.44922	1.03409	1.2653	0.05361	0.08072	0.71262	0.39156	0.27867	0.71583	0.28241	0.68727	0.31348	0.0558	2.0444	0.30161	0.05929	0.11988	0.52564	0.3803	0.1303	0.06663	0.11796	0.11539	0.0	0.04226	0.05499	0.0	0.00437	0.28027	0.0	0.05756	0.16323	0.53865	0.11612	0.16616	0.26422	0.00998	0.91507	0.31526	0.80693	0.0	0.0	0.19831	0.65058	0.05474	0.84242	0.05649	0.0	0.81221	1.27103	0.13011	0.20569	0.56375	0.61525	0.08062	0.01014	0.48565	0.1183	0.0	0.13298	0.09852	0.32198	0.10763	1.45605	0.26216	0.11666	0.22073	0.33364	1.2834	0.85547	0.93547	0.58052	1.47779	0.27337	0.17565	0.23629	0.0	0.06651	0.02872	0.05177	1.60741	0.59749	0.0	0.0	0.4678	0.05282	0.0	0.0	0.0	0.0	5.6018	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	0.50731	1.83581	2.45778	0.0	19.7369	19.18178	3.01091	6.32675	1.13688	30.07142	0.0	0.40491	29.58285	3.9617	6.71302	2.48884	52.09089	0.28301	0.0	18.48545	29.2508	4.64505	11.00326	10.74716	1.38736	1.24998	2.65552	7.19579	13.64371	5.50895	14.52327	0.82229	28.81278	6.95333	0.63272	0.32494	10.41113	5.33957	13.17854	0.19505	13.46031	39.94466	19.78761	6.20531	0.24417	21.46282	5.14484	0.99091	6.60047	4.18049	1.55298	7.44075	6.33194	0.20621	2.88542	0.0	0.72511	0.0	5.2547	9.15465	18.06357	5.91	2.60284	0.048	8.72213	5.04758	4.50578	6.00431	8.23201	0.31955	2.49751	19.86944	30.79197	14.22441	8.68739	4.16884	3.08602	0.01209	2.51638	5.45014	13.556	2.13256	0.0	16.71116	0.8118	11.64431	7.53573	9.91363	14.14484	11.58612	0.57386	46.32401	4.62335	96.3917	99.18655	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Kineosporiales|f__Kineosporiaceae	0.42181	0.92048	0.05168	1.00379	0.0	0.0	0.06879	0.0	0.0	0.16718	0.0	0.99348	0.0	0.0	0.0	0.0	0.68161	0.0	0.38619	0.14459	0.07403	0.43095	0.54182	0.03646	0.14993	0.01734	0.0	0.04622	0.01053	0.0	0.0	0.0	0.0	0.0	0.0	1.03002	0.0	0.0222	0.0	0.0	1.82154	0.01244	0.0	0.0	0.07045	0.0	0.0	0.15943	0.10205	0.04657	0.39786	0.18359	0.0	11.35536	0.88885	0.0	0.06028	3.42898	0.27183	0.0	0.0	0.84424	1.73486	0.0	0.0	0.0	0.0	0.02442	1.53625	0.0	0.0	0.02828	0.71224	0.95002	0.0	0.27653	3.87054	0.05538	0.68114	0.07818	1.49539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0727	0.01448	0.0	0.0	0.0	0.0	1.11476	0.17668
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillales_unclassified	0.33149	0.09493	0.0131	0.0	0.0	0.0	0.0	1.85184	0.45087	0.0	0.0	0.0	0.0	0.0	0.03616	1.182	0.06825	0.0	0.0	0.0	0.0	0.0	0.20583	0.00801	0.0	0.0193	0.0	0.0	0.0	0.0	0.0	0.0	0.04967	0.50788	0.0	0.0	0.0	0.0	0.0	0.0	0.03929	0.0	0.0	0.0	0.67919	0.03333	0.0	0.0	0.0	0.0	0.0	0.0	0.0616	0.0	0.0	0.0	0.07234	0.07993	0.05733	0.0384	0.0	0.39434	0.0755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04012	0.0	1.25951	0.0	0.01259	0.0	0.0	0.0	0.04749	0.00763	0.09893	0.0	0.0	0.0	0.0	0.07796	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Isosphaerales|f__Isosphaeraceae	0.20111	0.21027	0.15546	0.0	0.0	0.0	0.38137	0.0	0.21133	0.0	0.63598	0.05374	0.03976	0.16072	0.35158	0.2941	0.0	0.05813	0.0	0.03924	0.0	0.0	0.03848	0.0	0.0	0.09349	0.0	0.0	0.0	0.21924	0.0	0.0	0.01483	0.0	0.17749	0.0	0.07615	0.02558	0.0	0.0	0.0	0.0	0.0	0.16023	0.21923	0.06019	0.00672	0.25977	0.00444	0.0	0.0063	0.0	0.0	0.00727	0.0	0.23911	0.00441	0.14547	0.0	0.02887	0.02351	0.40949	0.03253	0.0	0.0	0.0	0.0	0.02883	0.59728	0.0	0.03007	0.0	0.06327	0.0	0.0	0.14922	0.0	1.19698	0.0	0.0	0.0	0.0	0.0	0.03033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
