ID	IG011	IG047	IG070	IG078	IG085	IG063	IG083	IG052	IG103	IG017	IG040	IG030	IG042	IG057	IG082	IG096	IG069	IG114	IG107	IG101	IG081	IG077	IG075	IG074	IG059	IG058	IG056	IG054	IG049	IG046	IG038	IG020	IG014
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__GGB65415|s__GGB65415_SGB108191	1.23784	3.42837	1.83067	0.02128	0	4.29136	0.03565	0	10.38396	0.96411	6.12987	0.05464	0	0	0	0.67241	8.86906	0	4.18026	1.0448	0	0.55189	10.73989	1.90543	4.92434	0.16742	0.05143	0	3.6904	0.47481	5.10051	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae|g__Tardiphaga|s__Tardiphaga_robiniae	0.9393	0	0	0	29.18292	0	2.35968	0	0	0.40069	0	0.1372	0.9579	1.25456	0	2.7648	4.15881	0	2.62049	0	0	4.97095	0	0	0	0	0	0	1.20978	0	5.39787	0	0.28182
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma_endophyticum	0.71727	0	0	0	0	0.06947	0.03599	0.06238	0.15269	0.35202	0	0.3079	0.09769	0.77478	0.45477	0.20751	0.81259	0	0	0.2939	0.01642	0	0.07887	0.08544	0	0	0	0	0.21865	0.12561	0	0.01053	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_sp_WG5	0.52084	0	0	0	0.8645	0	0.67089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0518	0.00532	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_ginsenosidivorax	0.49596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76898	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Kineosporiales|f__Kineosporiaceae|g__Kineococcus|s__Kineococcus_rubinsiae	0.33538	0	0	1.44927	0	0.25353	0.04728	0	0	0.11913	0.00767	0.1578	0.00827	0	0	0.87173	0.90678	0	0	1.67181	0	1.1755	0	0.2999	0.11116	0	0.01052	0	0	0	0	0.11621	1.02445
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_sp_WL103	0.28162	0	0.2367	2.18159	0	10.80943	41.00978	0.73552	0	2.85006	0.10878	11.25061	32.13967	0	23.10483	6.9454	0.70957	0	21.41484	1.94648	1.44518	9.75908	21.9855	17.71895	0	0	0	0	26.45809	2.94992	7.9547	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillales_unclassified|g__Rhodospirillales_unclassified|s__Rhodospirillales_bacterium_TMPK1	0.27366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03716	0.06443	0	0	0	0	0	0.75164	0	0	0
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Isosphaerales|f__Isosphaeraceae|g__GGB69028|s__GGB69028_SGB93070	0.21052	2.18684	0.41181	0.054	0	0.082	0.06561	0	0	0.77944	0	0.08057	0	0	0	0.01864	0	0	0	0	0	0.7784	0.07042	0.03625	0.49157	0.31265	0	0	0.18073	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma_radiotolerans	0.17683	0	0.1454	0.11239	0.32472	1.74215	0.1747	0.11848	0	1.49747	0	0.04043	0	0	0.07847	0.17659	0.51094	0	0.70865	0	0	0.65927	0	0.63475	1.51004	0.42783	0.01149	0	0.07417	0.3241	0.15271	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Dankookia|s__Dankookia_rubra	0.12031	0	0.36235	0.82219	0.62781	0.54385	0.8125	0.01816	2.25839	0.11294	0	0.23818	0.19612	0.0051	0.85388	0.187	0.97855	0	0.72055	0.02428	0	1.34038	0	0.91791	0	0.03013	0.00695	0	0.60416	0	0.5788	0.18193	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae|g__Geodermatophilaceae_unclassified|s__Geodermatophilaceae_bacterium_URHA0031	0.11622	0	0	1.75247	0	0	1.64023	0	0.88415	0	0	2.21323	0	0	0.55317	0.25619	0.1737	0	0	0	0	5.23304	0	2.11989	0	0	0.0263	0	0	0	1.01123	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__GGB78370|s__GGB78370_SGB107507	0.11212	0	0.24879	0	1.78954	0	0.69317	0.46535	0	3.01718	0	0.26845	1.14548	0.00448	0	0.00916	0	0	0.3859	0	0	0	0	1.57583	0.72387	0	0	0	0.24335	0.20192	1.1736	0.10763	14.32053
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_soli	0.06523	0	0	0	0.8402	0	1.96624	0.15313	0.50239	0	0	0.62095	0.19212	0.10907	2.90353	0	1.22439	0	0	0	0	0.60227	0	0.14646	0	0.41151	0.02484	0	1.80475	0	0.46525	0.02432	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Duganella|s__Duganella_sp_CF517	0.00931	0	0.27748	0	0	0.07457	0.47855	0	0.06139	0	0	0.0906	0	0	0	0.18004	0.087	0	0	0	0	0	0.08976	0	0	0	0	0	0.06937	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_crusticola	0.00741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_sp_URHA0020|t__SGB34153	30.63123	0	6.34169	0.12201	0.94369	0	0.00606	0	0	0	0	16.29194	0.84987	0	1.46957	0	0	0	0.79732	0	0.03529	0.28284	0.13433	17.44458	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae|g__Actinoplanes|s__Actinoplanes_toevensis|t__SGB93346	27.8082	0	0.12298	0	1.06913	0	0.79646	0.19356	11.23679	0	0	0.59727	0	2.87355	0.99814	0	2.95323	0.02007	0	0	0	0	0	7.6833	0	37.86315	3.41765	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_sp_PvR107|t__SGB94070	9.29694	0.38234	0	0.77894	0.34715	0.18022	0.68306	0	2.97826	0	0.1014	1.52555	0	0.11282	0	0.77248	0	0	0.39318	0	0	4.52948	0	2.99692	15.80383	0.77564	0.3113	0	1.66274	0	0.21441	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiales_unclassified|g__Hyphomicrobiales_unclassified|s__Hyphomicrobiales_bacterium|t__SGB56382	7.88806	0	0	0	0	0	0	0	0	0	0	0.36656	0	0	0	0	0	0	0	0	0	0.50481	0	2.56563	0	0	0	0	0	0	0	0	0.1181
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Inquilinus|s__Inquilinus_sp_KBS0705|t__SGB49824	5.36127	0	3.63853	0.1122	2.09622	11.38669	0.55692	0.16758	15.62291	4.5481	0.49909	0.99581	0.29646	0	3.308	0.96182	36.38205	0	11.54316	0.10739	0	2.13025	0.85222	9.15765	0	0	0	0	0.21718	1.77849	12.28551	0.32695	37.8341
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylocystaceae|g__Hansschlegelia|s__Hansschlegelia_quercus|t__SGB31923	5.33438	0	0	0	0	0	0	0	0	0	0	0.00623	0	1.34549	0	0	0	0	0	0	0	0	0	0	0	1.29445	0	0	0	0.21713	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_sp_MCPF17_002|t__SGB23901	4.20451	0	0	22.93416	1.61387	0	0	0	0	0.66445	0	0.89732	0	0	0	0.05077	0	0	0	0	0	2.2204	0.13626	0.13997	0	0	0	0	0.02554	4.46841	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_goettingensis|t__SGB93938	2.54303	0	0.19958	0	0.67002	0.14049	0.06102	0.13044	0	0.77037	0	0.06644	0.33202	0	0.03703	0	0	0	0	0.18366	0	0	0.27062	0.2199	0	0	0	0	0	16.57962	0.26729	0.60425	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_sp_77|t__SGB31927	1.31257	0	66.62119	0.14237	0.08115	22.20925	2.55635	20.80089	4.72965	36.53344	0	0	17.7312	0	11.45225	19.23806	18.08937	20.13781	6.11742	1.43338	1.89891	0	0.97355	0.04614	0	0	0	0	7.36086	24.65637	0	26.13273	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__GGB65415|s__GGB65415_SGB108191|t__SGB108191	1.23784	3.42837	1.83067	0.02128	0	4.29136	0.03565	0	10.38396	0.96411	6.12987	0.05464	0	0	0	0.67241	8.86906	0	4.18026	1.0448	0	0.55189	10.73989	1.90543	4.92434	0.16742	0.05143	0	3.6904	0.47481	5.10051	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae|g__Tardiphaga|s__Tardiphaga_robiniae|t__SGB11276	0.9393	0	0	0	29.18292	0	2.35968	0	0	0.40069	0	0.1372	0.9579	1.25456	0	2.7648	4.15881	0	2.62049	0	0	4.97095	0	0	0	0	0	0	1.20978	0	5.39787	0	0.28182
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma_endophyticum|t__SGB3413	0.71727	0	0	0	0	0.06947	0.03599	0.06238	0.15269	0.35202	0	0.3079	0.09769	0.77478	0.45477	0.20751	0.81259	0	0	0.2939	0.01642	0	0.07887	0.08544	0	0	0	0	0.21865	0.12561	0	0.01053	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_sp_WG5|t__SGB12824	0.52084	0	0	0	0.8645	0	0.67089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0518	0.00532	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_ginsenosidivorax|t__SGB90186	0.49596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76898	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Kineosporiales|f__Kineosporiaceae|g__Kineococcus|s__Kineococcus_rubinsiae|t__SGB87486	0.33538	0	0	1.44927	0	0.25353	0.04728	0	0	0.11913	0.00767	0.1578	0.00827	0	0	0.87173	0.90678	0	0	1.67181	0	1.1755	0	0.2999	0.11116	0	0.01052	0	0	0	0	0.11621	1.02445
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_sp_WL103|t__SGB89785	0.28162	0	0.2367	2.18159	0	10.80943	41.00978	0.73552	0	2.85006	0.10878	11.25061	32.13967	0	23.10483	6.9454	0.70957	0	21.41484	1.94648	1.44518	9.75908	21.9855	17.71895	0	0	0	0	26.45809	2.94992	7.9547	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillales_unclassified|g__Rhodospirillales_unclassified|s__Rhodospirillales_bacterium_TMPK1|t__SGB94129	0.27366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03716	0.06443	0	0	0	0	0	0.75164	0	0	0
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Isosphaerales|f__Isosphaeraceae|g__GGB69028|s__GGB69028_SGB93070|t__SGB93070	0.21052	2.18684	0.41181	0.054	0	0.082	0.06561	0	0	0.77944	0	0.08057	0	0	0	0.01864	0	0	0	0	0	0.7784	0.07042	0.03625	0.49157	0.31265	0	0	0.18073	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma_radiotolerans|t__SGB3416	0.17683	0	0.1454	0.11239	0.32472	1.74215	0.1747	0.11848	0	1.49747	0	0.04043	0	0	0.07847	0.17659	0.51094	0	0.70865	0	0	0.65927	0	0.63475	1.51004	0.42783	0.01149	0	0.07417	0.3241	0.15271	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Dankookia|s__Dankookia_rubra|t__SGB31830	0.12031	0	0.36235	0.82219	0.62781	0.54385	0.8125	0.01816	2.25839	0.11294	0	0.23818	0.19612	0.0051	0.85388	0.187	0.97855	0	0.72055	0.02428	0	1.34038	0	0.91791	0	0.03013	0.00695	0	0.60416	0	0.5788	0.18193	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae|g__Geodermatophilaceae_unclassified|s__Geodermatophilaceae_bacterium_URHA0031|t__SGB34192	0.11622	0	0	1.75247	0	0	1.64023	0	0.88415	0	0	2.21323	0	0	0.55317	0.25619	0.1737	0	0	0	0	5.23304	0	2.11989	0	0	0.0263	0	0	0	1.01123	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__GGB78370|s__GGB78370_SGB107507|t__SGB107507	0.11212	0	0.24879	0	1.78954	0	0.69317	0.46535	0	3.01718	0	0.26845	1.14548	0.00448	0	0.00916	0	0	0.3859	0	0	0	0	1.57583	0.72387	0	0	0	0.24335	0.20192	1.1736	0.10763	14.32053
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_soli|t__SGB89779	0.06523	0	0	0	0.8402	0	1.96624	0.15313	0.50239	0	0	0.62095	0.19212	0.10907	2.90353	0	1.22439	0	0	0	0	0.60227	0	0.14646	0	0.41151	0.02484	0	1.80475	0	0.46525	0.02432	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Duganella|s__Duganella_sp_CF517|t__SGB12868	0.00931	0	0.27748	0	0	0.07457	0.47855	0	0.06139	0	0	0.0906	0	0	0	0.18004	0.087	0	0	0	0	0	0.08976	0	0	0	0	0	0.06937	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_crusticola|t__SGB31660	0.00741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0	10.45107	0	0	24.40365	17.34054	7.36615	10.19288	0	2.4381	21.71721	31.5068	13.03878	16.83078	5.54904	5.81497	3.18104	0.97361	0	14.98434	4.41552	1.45068	38.53784	4.74857	0.37	12.55816	88.659	0.63969	15.729	1.77936	55.77593	37.14963	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	0	6.60069	0	0	0.60635	0	0	0	0	0	0.04368	6.98214	0.55288	0	0	1.73728	0	0	0	0	0	0	0	0	0	0	1.03823	0.37223	1.74233	0	0	2.19213	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0	3.85038	0	0	0.61536	1.91052	7.36615	9.9467	0	2.4381	21.67352	24.52465	12.4859	16.83078	5.54904	4.07769	3.18104	0.79461	0	14.98434	4.02197	1.45068	3.4841	4.56413	0.37	8.7258	42.2165	0.26746	13.98667	1.25298	55.77593	34.72161	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	0	2.46859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae	0	23.32422	0	0	16.60615	8.78849	8.63421	22.0972	21.12068	0	0	3.63239	2.81147	3.50873	4.7378	17.47861	0	7.44856	0.94313	0.9177	29.5806	3.66771	9.68936	0.40698	0.21355	2.00728	0.30973	53.85697	1.05535	7.97814	0	7.55251	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae	0	19.84125	0	0	0	0	0	0	0	1.55127	0	3.04528	0	2.17579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52375	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae	0	13.90718	0	0.74379	0	0	0.49375	0	0	0	0	0	0.39972	0.37594	1.45751	0.0083	0	0	0	0.10213	0.29253	0.44431	0	1.84547	2.13198	0	0	3.13734	0.08675	0	0	0.46024	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	0	13.54957	0	0	1.71993	0	0	0	0	4.75434	0	0	0	0	3.15425	0	0	0	0	0	0	5.11113	0.0901	0	0	0	0	0	4.42762	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae	0	6.60069	0	0	0	0	0	0	0	0	0.03677	0.2891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37223	1.53912	0	0	0.02378	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	0	3.85038	0	0	0.61536	1.91052	7.36615	9.9467	0	2.4381	21.67352	24.52465	12.4859	16.83078	5.54904	4.07769	3.18104	0.79461	0	14.98434	4.02197	1.45068	3.4841	4.40849	0.37	8.7258	42.2165	0.26746	13.98667	1.25298	55.77593	34.72161	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Treboniaceae	0	2.46859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified	0	0.206	0	0	0.36625	0	0	0	0	0	0	0	0.17252	0.02621	0.54489	0	0.13463	0	0	0	0	0	8.16936	0	0	0	0.00307	0	0.06612	0	0	0.28038	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Beijerinckiaceae	0	0.17333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Rhizobium	0	21.88365	0	0	16.60615	0	6.66632	22.0972	21.12068	0	0	3.2852	0	2.39317	3.22312	17.47861	0	0.59504	0	0	27.78203	3.29478	0	0.40698	0.21355	2.00728	0.30973	8.68426	0	0	0	2.24519	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Mesorhizobium	0	19.84125	0	0	0	0	0	0	0	1.55127	0	3.04528	0	2.17579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52375	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium	0	13.90718	0	0	0	0	0	0	0	0	0	0	0	0.37594	0	0	0	0	0	0	0.29253	0	0	1.84547	2.13198	0	0	3.13734	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia	0	8.70066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter	0	6.60069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas	0	3.85038	0	0	0.61536	1.91052	7.36615	9.9467	0	2.4381	21.67352	24.52465	12.4859	16.83078	5.54904	4.07769	3.18104	0.79461	0	14.98434	4.02197	1.45068	3.4841	4.40849	0.37	8.7258	42.2165	0.26746	13.98667	1.25298	55.77593	34.72161	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Caballeronia	0	2.6076	0	0	1.71993	0	0	0	0	4.75434	0	0	0	0	3.15425	0	0	0	0	0	0	0	0.0901	0	0	0	0	0	4.42762	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Treboniaceae|g__GGB52803	0	2.46859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia	0	2.24131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.11113	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Agrobacterium	0	1.44057	0	0	0	8.78849	1.96789	0	0	0	0	0.3472	0	1.10702	0	0	0	5.95916	0	0.26771	0.44991	0.37293	0	0	0	0	0	44.1265	1.05535	0	0	5.23462	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__Ideonella	0	0.206	0	0	0	0	0	0	0	0	0	0	0	0	0.06669	0	0.13463	0	0	0	0	0	0.01443	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Beijerinckiaceae|g__Beijerinckiaceae_unclassified	0	0.17333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_sp_B209b_85	0	21.67603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium_loti	0	19.84125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium|s__Cutibacterium_acnes	0	13.90718	0	0	0	0	0	0	0	0	0	0	0	0.37594	0	0	0	0	0	0	0.29253	0	0	1.84547	2.13198	0	0	3.13734	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp_dw_411	0	9.5216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp_S171	0	8.70066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter_sp_ANJX3	0	6.60069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_edaphica	0	3.85038	0	0	0.61536	0	0.15162	0	0	0.8189	0.5706	0.56284	0	5.56	0	2.30896	3.18104	0	0	0	0	0.99904	0	0	0.37	0	0.00515	0.07439	0.04628	1.25298	3.3957	0.00733	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Treboniaceae|g__GGB52803|s__GGB52803_SGB86998	0	2.46859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Caballeronia|s__Caballeronia_sordidicola	0	2.42231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_graminis	0	2.24131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.11113	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium_rosae	0	1.44057	0	0	0	8.78849	1.96789	0	0	0	0	0.3472	0	0	0	0	0	0	0	0.26771	0.44991	0.37293	0	0	0	0	0	0	1.05535	0	0	0.72293	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiales_unclassified|g__Hyphomicrobiales_unclassified|s__Rhizobiales_bacterium_dw_265	0	0.31537	0	0	0	0	0	0	0	0.30367	0.01721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_erythrophlei	0	0.24429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
